File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
9293a095-9d93-43d0-bef8-9361e1c7f999	dfda480b-0d19-441a-964a-adc3f43ccce5.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-READ	TCGA-AF-2692	TCGA-AF-2692-11A	Solid Tissue Normal
