id	filename	md5	size	state
9b44cae6-07f1-495f-9623-b822b918832e	4e603a24-b51c-4cef-a4c7-a4b39c07bfb1.methylation_array.sesame.level3betas.txt	cb234201828e8fb51486be932e1fd78a	13156872	released
1551f415-effc-4df4-bc0f-4fd63932d674	51983190-0767-457e-a2c7-be27e52c2f34.methylation_array.sesame.level3betas.txt	6dfaba2d6fcd65fd50f1be759ab79c04	13164226	released
45e3b966-122c-4ae7-9c95-e2beaf7c30db	390866ab-45da-4c23-ad82-0d99ed7844d7.methylation_array.sesame.level3betas.txt	861105df3b8a6dfde217a1f8d9c4b1f0	13122845	released
998372bc-9ea6-4911-b2bb-de58cbe5f768	28f56aa8-5d19-4f06-bacc-bbf7584df0c7.methylation_array.sesame.level3betas.txt	f539514a42492ba0d834d51699d852a2	12997647	released
571b42f8-1919-4b0a-871f-5b3a21448cf2	8bd9780a-6ee9-4398-ad1d-752f9c95af3d.methylation_array.sesame.level3betas.txt	aeba1775ff8c2681fa9691a392f3ad30	13129615	released
25521251-d7a9-4839-a346-4afdd6d3965a	5ed2f202-abea-4742-afe5-a57c7e8a6553.methylation_array.sesame.level3betas.txt	8bfba8d0b43b848538cfd596a718cf90	13003997	released
487827b9-1723-40dc-9503-5c200ce1de03	34e5830e-fb19-4339-9aad-4832f82759c4.methylation_array.sesame.level3betas.txt	5e105ea84d48d510c51d91dc7acb9a35	13141021	released
1bbc89f8-e27f-43b8-a2b2-80de9df5be45	814d1fe6-66b9-43f1-9d06-8c57f69ff428.methylation_array.sesame.level3betas.txt	b301a7a56034df83a3f7b0d4ed4d3f9a	13099368	released
203641ce-852f-41e5-8e39-eede6154d930	9b40011f-27d7-425a-8c4d-10f2501ea69d.methylation_array.sesame.level3betas.txt	b426865b0253315fd32e5c46371ce8cb	13165443	released
f3988edb-81d2-4475-aec9-131ea1b0f7f8	67581b5d-a5ae-465c-bcbc-c6f3b9cd0722.methylation_array.sesame.level3betas.txt	4de56c6b90899bd3be07759dd4008934	13142526	released
e9c50a42-8e58-4e1c-93ab-161a44be3325	34c6a40c-6e33-4478-9235-69d548d3f55b.methylation_array.sesame.level3betas.txt	62a15ca48efbeb7e12d2c887ed82acd4	13000343	released
316ed88d-c310-40ab-8486-e8ddc32c8c36	1ef1072f-2b9e-482f-9590-af76493c7331.methylation_array.sesame.level3betas.txt	5b8702df924d1730b6d98181875856fd	13163676	released
2d6e4bfa-b8d8-4547-890d-01939b2705fa	df0753ea-33ed-4bb0-be49-ecf95d5e91c6.methylation_array.sesame.level3betas.txt	76d6f422731bc9ebe4383e06ce8a1d52	13091149	released
5c5c49f3-6099-46ca-95c5-706d8d52beb1	f5f4fdcd-7d91-4efd-a83a-6d93a48b25ee.methylation_array.sesame.level3betas.txt	2c8561ea713300b5dce51d1ccb42cb38	13133392	released
08212664-eba0-4784-bbb6-4f5e6aaf7519	18002c5a-4ddf-4b7c-9cdc-497d02cc7c09.methylation_array.sesame.level3betas.txt	dde14c2519577332485ea61ede4614b4	13095308	released
adc8509f-b63d-416c-ac7b-4ea672a9ddbc	2e52ed13-bcd3-45a1-9f34-0cfdba3a9a9c.methylation_array.sesame.level3betas.txt	80bcf39f82676e3276fb75ed144bf102	13150971	released
343c7f44-bd29-497f-a211-76cf8bc950c9	9e9782fe-02e9-48f0-b25b-f40ee12c1db6.methylation_array.sesame.level3betas.txt	559dd9b1e76ba8de2128033ef49ca457	13099186	released
5467ab76-1d17-4f6f-9d1e-ba975f4729f6	501776a3-4cc1-4df3-afa8-40c92267f27c.methylation_array.sesame.level3betas.txt	073878702873cd361b47abd497723a4b	13077152	released
e741907f-1986-4a82-8e6c-32b4c5e27515	4a14e8cb-570a-4c50-b075-ee96310153d9.methylation_array.sesame.level3betas.txt	5dbca9ece67465cf8c6e248f7c6e101c	13074782	released
0601f3fa-4651-49a0-a1bd-c07bbcaf7814	917e2469-dfdb-4c7d-996c-dfe533cb7dda.methylation_array.sesame.level3betas.txt	1ded05c8ec824f01dbe2dc16ac3cc344	12974431	released
067a835a-6559-4dba-87cf-f02c54a4bcc3	773c7b08-1535-4c4a-9a38-aeda7cc564a7.methylation_array.sesame.level3betas.txt	b4aa404d0175081c41558b3086d7a384	12975861	released
6f9aba9b-e594-4e9b-97fd-d672738fb709	f54af828-665a-4b96-954d-078ca4d9118a.methylation_array.sesame.level3betas.txt	e4c7a79ece993a41a9a2efa5776f2c71	13089204	released
1f4831ca-683a-4c76-9ebe-1328e27c4199	362bd33f-9ec8-4fc6-a88c-526425af6121.methylation_array.sesame.level3betas.txt	e0b8f68c1ad09d52e3867058d507eaf3	13186089	released
2d35dccf-f217-474f-bb39-18e1c6252d0f	a8e666d2-306b-4d9c-adb3-fdef81c8c740.methylation_array.sesame.level3betas.txt	0bf1d726d0bf7c958b295e4b05e09e6b	13176740	released
