SampleID,Run_TM,TM_BAM
LODLIV14R2,R3703,/mnt/BACKUP_NAS05/ECDTM_repo/R3703/align/41-LODLIV14R2CT493T_M579-M779.deduplicated.bam
LODGAS7,R3703,/mnt/BACKUP_NAS05/ECDTM_repo/R3703/align/3-LODGAS7CT492T_M555-M755.deduplicated.bam
LODBREAST26R2,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/123-LODBREAST26R2CT505T_S6582-S6782.deduplicated.bam
LODCRC20,R3715,/mnt/BACKUP_NAS05/ECDTM_repo/R3715/align/3-LODCRC20CT495T_M547-M747.deduplicated.bam
LODLIV20R2,R3703,/mnt/BACKUP_NAS05/ECDTM_repo/R3703/align/78-LODLIV20R2CT494T_M508-M708.deduplicated.bam
LODLIV13R1,R3703,/mnt/BACKUP_NAS05/ECDTM_repo/R3703/align/16-LODLIV13R1CT492T_M570-M770.deduplicated.bam
LODLUNG10R1,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/39-LODLUNG10R1CT500T_M509-M709.deduplicated.bam
LODGAS11R1,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/17-LODGAS11R1CT499T_M577-M777.deduplicated.bam
LODLUNG14,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/51-LODLUNG14CT501T_S6505-S6705.deduplicated.bam
LODBREAST9R2,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/81-LODBREAST9R2CT503T_M559-M759.deduplicated.bam
LODLUNG7R1,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/36-LODLUNG7R1CT500T_M506-M706.deduplicated.bam
LODLIV9,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/164-LODLIV9CT508T_S7535-S7735.deduplicated.bam
LODBREAST10,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/68-LODBREAST10CT502T_M503-M703.deduplicated.bam
LODLUNG8R2,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/44-LODLUNG8R2CT500T_M514-M714.deduplicated.bam
LODGAS12R2,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/25-LODGAS12R2CT499T_M585-M785.deduplicated.bam
LODGAS10,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/9-LODGAS10CT496T_M569-M769.deduplicated.bam
LODLUNG17R1,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/131-LODLUNG17R1CT506T_S6590-S6790.deduplicated.bam
LODBREAST11,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/69-LODBREAST11CT502T_M504-M704.deduplicated.bam
LODLUNG5R1,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/34-LODLUNG5R1CT500T_M596-M796.deduplicated.bam
LODLUNG17R2,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/138-LODLUNG17R2CT506T_S7501-S7701.deduplicated.bam
LODLUNG18,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/125-LODLUNG18CT506T_S6584-S6784.deduplicated.bam
LODLUNG7R2,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/43-LODLUNG7R2CT500T_M513-M713.deduplicated.bam
LODLUNG18R1,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/132-LODLUNG18R1CT506T_S6591-S6791.deduplicated.bam
LODLUNG9R1,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/38-LODLUNG9R1CT500T_M508-M708.deduplicated.bam
LODLUNG18R2,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/139-LODLUNG18R2CT507T_S7502-S7702.deduplicated.bam
LODLUNG14R2,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/64-LODLUNG14R2CT501T_S6530-S6730.deduplicated.bam
LODCRC20R2,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/1-LODCRC20R2CT496T_M561-M761.deduplicated.bam
LODBREAST8,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/66-LODBREAST8CT502T_M501-M701.deduplicated.bam
LODLUNG19,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/126-LODLUNG19CT506T_S6585-S6785.deduplicated.bam
LODLIV15R2,R3703,/mnt/BACKUP_NAS05/ECDTM_repo/R3703/align/73-LODLIV15R2CT494T_M595-M795.deduplicated.bam
LODLUNG19R1,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/133-LODLUNG19R1CT506T_S6592-S6792.deduplicated.bam
LODLUNG13,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/50-LODLUNG13CT501T_S6504-S6704.deduplicated.bam
LUNG14R2,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/64-LODLUNG14R2CT501T_S6530-S6730.deduplicated.bam
LODLUNG11R2,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/61-LODLUNG11R2CT501T_S6527-S6727.deduplicated.bam
LODBREAST12R1,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/77-LODBREAST12R1CT502T_M536-M736.deduplicated.bam
LODLUNG19R2,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/140-LODLUNG19R2CT507T_S7503-S7703.deduplicated.bam
LODBREAST14,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/72-LODBREAST14CT502T_M531-M731.deduplicated.bam
LODLUNG20,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/127-LODLUNG20CT506T_S6586-S6786.deduplicated.bam
LODLUNG13R1,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/57-LODLUNG13R1CT501T_S6511-S6711.deduplicated.bam
LODBREAST10R1,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/75-LODBREAST10R1CT502T_M534-M734.deduplicated.bam
LUNG20R2,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/141-LODLUNG20R2CT507T_S7504-S7704.deduplicated.bam
LODLUNG20R1,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/134-LODLUNG20R1CT506T_S6593-S6793.deduplicated.bam
LODGAS11R2,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/24-LODGAS11R2CT499T_M584-M784.deduplicated.bam
LODCRC24R2,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/5-LODCRC24R2CT496T_M565-M765.deduplicated.bam
LODLUNG11R1,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/55-LODLUNG11R1CT501T_S6509-S6709.deduplicated.bam
LODLUNG20R2,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/141-LODLUNG20R2CT507T_S7504-S7704.deduplicated.bam
LODBREAST9R1,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/74-LODBREAST9R1CT502T_M533-M733.deduplicated.bam
LODGAS12R1,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/18-LODGAS12R1CT499T_M578-M778.deduplicated.bam
LODLUNG21R1,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/135-LODLUNG21R1CT506T_S6594-S6794.deduplicated.bam
LODGAS13R1,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/19-LODGAS13R1CT499T_M579-M779.deduplicated.bam
LODLUNG15,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/52-LODLUNG15CT501T_S6506-S6706.deduplicated.bam
LODLUNG21R2,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/142-LODLUNG21R2CT507T_S7505-S7705.deduplicated.bam
LODLUNG22,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/129-LODLUNG22CT506T_S6588-S6788.deduplicated.bam
LODLUNG22R1,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/136-LODLUNG22R1CT506T_S6595-S6795.deduplicated.bam
LODGAS8R1,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/14-LODGAS8R1CT496T_M574-M774.deduplicated.bam
LODGAS13,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/12-LODGAS13CT496T_M572-M772.deduplicated.bam
LODLUNG22R2,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/143-LODLUNG22R2CT507T_S7506-S7706.deduplicated.bam
LODGAS11,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/10-LODGAS11CT496T_M570-M770.deduplicated.bam
LODLUNG5,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/28-LODLUNG5CT499T_M590-M790.deduplicated.bam
LODBREAST8R1,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/73-LODBREAST8R1CT502T_M532-M732.deduplicated.bam
LODGAS9R2,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/22-LODGAS9R2CT499T_M582-M782.deduplicated.bam
LODGAS10R1,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/16-LODGAS10R1CT496T_M576-M776.deduplicated.bam
LODLUNG23,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/145-LODLUNG23CT507T_S7508-S7708.deduplicated.bam
LODLUNG23R1,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/152-LODLUNG23R1CT508T_S7515-S7715.deduplicated.bam
LODLUNG5R2,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/41-LODLUNG5R2CT500T_M511-M711.deduplicated.bam
LODLUNG12R2,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/62-LODLUNG12R2CT501T_S6528-S6728.deduplicated.bam
LODLUNG23R2,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/158-LODLUNG23R2CT508T_S7521-S7721.deduplicated.bam
LODCRC25R2,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/6-LODCRC25R2CT496T_M566-M766.deduplicated.bam
LODLUNG6,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/29-LODLUNG6CT499T_M591-M791.deduplicated.bam
LODLUNG24,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/146-LODLUNG24CT507T_S7509-S7709.deduplicated.bam
LODLUNG24R1,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/153-LODLUNG24R1CT508T_S7516-S7716.deduplicated.bam
LODLUNG12,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/49-LODLUNG12CT501T_S6503-S6703.deduplicated.bam
LODLUNG24R2,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/159-LODLUNG24R2CT508T_S7522-S7722.deduplicated.bam
LODLUNG15R1,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/59-LODLUNG15R1CT501T_S6525-S6725.deduplicated.bam
LODLUNG16R1,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/60-LODLUNG16R1CT501T_S6526-S6726.deduplicated.bam
LODLUNG25,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/147-LODLUNG25CT507T_S7510-S7710.deduplicated.bam
LODLUNG16,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/53-LODLUNG16CT501T_S6507-S6707.deduplicated.bam
LODLUNG25R1,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/154-LODLUNG25R1CT508T_S7517-S7717.deduplicated.bam
LODGAS9R1,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/15-LODGAS9R1CT496T_M575-M775.deduplicated.bam
LODLUNG8,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/31-LODLUNG8CT499T_M593-M793.deduplicated.bam
LODGAS8R2,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/21-LODGAS8R2CT499T_M581-M781.deduplicated.bam
LODLUNG25R2,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/160-LODLUNG25R2CT508T_S7523-S7723.deduplicated.bam
LODLUNG15R2,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/65-LODLUNG15R2CT502T_S6531-S6731.deduplicated.bam
LODLUNG6R1,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/35-LODLUNG6R1CT500T_M505-M705.deduplicated.bam
LODLUNG9R2,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/45-LODLUNG9R2CT500T_M515-M715.deduplicated.bam
LODLUNG26,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/148-LODLUNG26CT507T_S7511-S7711.deduplicated.bam
LODLUNG6R2,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/42-LODLUNG6R2CT500T_M512-M712.deduplicated.bam
LODGAS9,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/8-LODGAS9CT496T_M568-M768.deduplicated.bam
LODCRC23R2,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/4-LODCRC23R2CT496T_M564-M764.deduplicated.bam
LODLUNG13R2,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/63-LODLUNG13R2CT501T_S6529-S6729.deduplicated.bam
LODLUNG7,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/30-LODLUNG7CT499T_M592-M792.deduplicated.bam
LODLUNG26R1,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/155-LODLUNG26R1CT508T_S7518-S7718.deduplicated.bam
LODLUNG21,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/128-LODLUNG21CT506T_S6587-S6787.deduplicated.bam
LODLUNG26R2,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/161-LODLUNG26R2CT508T_S7524-S7724.deduplicated.bam
LODBREAST18R2,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/80-LODBREAST18R2CT502T_M558-M758.deduplicated.bam
LODLUNG8R1,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/37-LODLUNG8R1CT500T_M507-M707.deduplicated.bam
LODLUNG27,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/149-LODLUNG27CT507T_S7512-S7712.deduplicated.bam
LODLUNG27R1,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/156-LODLUNG27R1CT508T_S7519-S7719.deduplicated.bam
LODGAS13R2,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/26-LODGAS13R2CT499T_M586-M786.deduplicated.bam
LODGAS12,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/11-LODGAS12CT496T_M571-M771.deduplicated.bam
LODLUNG27R2,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/162-LODLUNG27R2CT508T_S7533-S7733.deduplicated.bam
LODLUNG28,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/150-LODLUNG28CT507T_S7513-S7713.deduplicated.bam
LODLUNG12R1,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/56-LODLUNG12R1CT501T_S6510-S6710.deduplicated.bam
LODLUNG10R2,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/46-LODLUNG10R2CT500T_M516-M716.deduplicated.bam
LODBREAST13,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/71-LODBREAST13CT502T_M530-M730.deduplicated.bam
LODCRC22R2,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/3-LODCRC22R2CT496T_M563-M763.deduplicated.bam
LODLUNG28R1,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/157-LODLUNG28R1CT508T_S7520-S7720.deduplicated.bam
LODBREAST13R1,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/78-LODBREAST13R1CT502T_M537-M737.deduplicated.bam
LODGAS10R2,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/23-LODGAS10R2CT499T_M583-M783.deduplicated.bam
LODBREAST9,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/67-LODBREAST9CT502T_M502-M702.deduplicated.bam
LODLUNG28R2,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/163-LODLUNG28R2CT508T_S7534-S7734.deduplicated.bam
LUNG15R1,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/130-LUNG15R1CT506T_S6589-S6789.deduplicated.bam
LODBREAST11R1,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/76-LODBREAST11R1CT502T_M535-M735.deduplicated.bam
LUNG15R2,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/65-LODLUNG15R2CT502T_S6531-S6731.deduplicated.bam
LUNG19R2,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/144-LUNG19R2CT507T_S7507-S7707.deduplicated.bam
LODGAS8,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/7-LODGAS8CT496T_M567-M767.deduplicated.bam
LODCRC21R2,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/2-LODCRC21R2CT496T_M562-M762.deduplicated.bam
LODLUNG14R1,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/58-LODLUNG14R1CT501T_S6512-S6712.deduplicated.bam
LODBREAST14R1,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/79-LODBREAST14R1CT502T_M517-M717.deduplicated.bam
LUNG19R3,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3753/align/46-LODLUNG19R3CT506T_S6585-S6785.deduplicated.bam
LODLUNG9,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/32-LODLUNG9CT499T_M594-M794.deduplicated.bam
LODBREAST12,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/70-LODBREAST12CT502T_M529-M729.deduplicated.bam
LODLUNG10,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/33-LODLUNG10CT500T_M595-M795.deduplicated.bam
LUNG14R1,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/27-LUNG14R1CT499T_M589-M789.deduplicated.bam
LODLUNG11,R3724,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/48-LODLUNG11CT500T_S6502-S6702.deduplicated.bam
LODLUNG17,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/124-LODLUNG17CT505T_S6583-S6783.deduplicated.bam
LODBREAST23R1,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/113-LODBREAST23R1CT505T_S6572-S6772.deduplicated.bam
LODBREAST24,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/107-LODBREAST24CT504T_S6558-S6758.deduplicated.bam
LODBREAST25R2,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/122-LODBREAST25R2CT505T_S6581-S6781.deduplicated.bam
LODBREAST25,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/108-LODBREAST25CT504T_S6559-S6759.deduplicated.bam
LODBREAST26,R3725,/mnt/BACKUP_NAS05/ECDTM_repo/R3725/align/109-LODBREAST26CT504T_S6560-S6760.deduplicated.bam
LODGAS1,R3646,/mnt/BACKUP_NAS05/ECDTM_repo/R4329/align/15-LODGAS16R2CT600T_M538-M738.deduplicated.bam
LODGAS2,R3646,/mnt/GS_NAS05/ECDTM_repo/R4885/align/40-LODGAS23R1CT676T_M508-M708.deduplicated.bam
LODGAS3,R3646,/mnt/BACKUP_NAS05/ECDTM_repo/R3646/align/13-LODGAS3CT470T_M550-M750.deduplicated.bam
LODGAS4,R3646,/mnt/BACKUP_NAS05/ECDTM_repo/R3646/align/14-LODGAS4CT470T_M551-M751.deduplicated.bam
LODLIV1,R3646,/mnt/BACKUP_NAS05/ECDTM_repo/R3703/align/33-LODLIV14R1CT493T_M571-M771.deduplicated.bam
LODLIV2,R3646,/mnt/BACKUP_NAS05/ECDTM_repo/R3703/align/47-LODLIV20CT493T_M586-M786.deduplicated.bam
LODLIV3,R3646,/mnt/BACKUP_NAS05/ECDTM_repo/R3646/align/9-LODLIV3CT470T_M546-M746.deduplicated.bam
LODLIV4,R3646,/mnt/BACKUP_NAS05/ECDTM_repo/R3646/align/10-LODLIV4CT470T_M547-M747.deduplicated.bam
LODCRC9,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/34-LODCRC9CT478T_M506-M706.deduplicated.bam
LODCRC9R1,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/44-LODCRC9R1CT478T_M518-M718.deduplicated.bam
LODCRC11R2,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/68-LODCRC11R2CT479T_M534-M734.deduplicated.bam
LODCRC10,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/35-LODCRC10CT478T_M507-M707.deduplicated.bam
LODCRC8,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/33-LODCRC8CT478T_M505-M705.deduplicated.bam
LODCRC14,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/39-LODCRC14CT478T_M511-M711.deduplicated.bam
LODCRC11,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/36-LODCRC11CT478T_M508-M708.deduplicated.bam
LODCRC13R2,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/70-LODCRC13R2CT479T_M536-M736.deduplicated.bam
LODCRC8R1,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/43-LODCRC8R1CT478T_M517-M717.deduplicated.bam
LODCRC8R2,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/65-LODCRC8R2CT479T_M531-M731.deduplicated.bam
LODCRC13R1,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/48-LODCRC13R1CT478T_M530-M730.deduplicated.bam
LODCRC12R2,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/69-LODCRC12R2CT479T_M535-M735.deduplicated.bam
LODCRC16,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/41-LODCRC16CT478T_M513-M713.deduplicated.bam
LODCRC15,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/40-LODCRC15CT478T_M512-M712.deduplicated.bam
LODCRC12R1,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/47-LODCRC12R1CT478T_M529-M729.deduplicated.bam
LODCRC12,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/37-LODCRC12CT478T_M509-M709.deduplicated.bam
LODCRC17,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/42-LODCRC17CT478T_M514-M714.deduplicated.bam
LODCRC9R2,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/66-LODCRC9R2CT479T_M532-M732.deduplicated.bam
LODCRC13,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/38-LODCRC13CT478T_M510-M710.deduplicated.bam
LODCRC10R1,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/45-LODCRC10R1CT478T_M519-M719.deduplicated.bam
LODCRC10R2,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/67-LODCRC10R2CT479T_M533-M733.deduplicated.bam
LODCRC11R1,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/46-LODCRC11R1CT478T_M520-M720.deduplicated.bam
LIVER5,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/79-LIVER5CT479T_M553-M753.deduplicated.bam
GASTRIC2,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/76-GASTRIC2CT479T_M550-M750.deduplicated.bam
BREAST9,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/67-LODBREAST9CT502T_M502-M702.deduplicated.bam
LIVER3P,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/16-LIVER3PCT477T_M560-M760.deduplicated.bam
LIVER3R1,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3743/align/35-LIVER3R17CT510T_M564-M764.deduplicated.bam
BREAST10,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3724/align/68-LODBREAST10CT502T_M503-M703.deduplicated.bam
LIVER6,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/80-LIVER6CT479T_M554-M754.deduplicated.bam
BREAST8,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/72-BREAST8CT479T_M538-M738.deduplicated.bam
CRC11,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/75-CRC11CT479T_M549-M749.deduplicated.bam
CRC7PR50,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/9-CRC7PR50CT477T_M515-M715.deduplicated.bam
LUNG14P,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/12-LUNG14PCT477T_M556-M756.deduplicated.bam
LUNG15P,R3666,/mnt/BACKUP_NAS05/ECDTM_repo/R3666/align/13-LUNG15PCT477T_M557-M757.deduplicated.bam
CRC3R26,R3693,/mnt/BACKUP_NAS05/ECDTM_repo/R3693/align/11-CRC3R26CT488T_M587-M787.deduplicated.bam
CRC3R27,R3693,/mnt/BACKUP_NAS05/ECDTM_repo/R3693/align/12-CRC3R27CT488T_M588-M788.deduplicated.bam
CRC3R25,R3685,/mnt/BACKUP_NAS05/ECDTM_repo/R3685/align/44-CRC3R25CT487T_M574-M774.deduplicated.bam
CONTROL25R20,R3232,/mnt/BACKUP_NAS05/ECDTM_repo/R3232/align/62-CONTROL25R20T_M545-M745.deduplicated.bam
CONTROL30PR1,R3308,/mnt/BACKUP_NAS05/ECDTM_repo/R3308/align/3-CONTROL30PR1CT406T_M527-M727.deduplicated.bam
CONTROL30R10,R3327,/mnt/BACKUP_NAS05/ECDTM_repo/R3327/align/88-CONTROL30R10T_M505-M705.deduplicated.bam
CONTROL30R3,R3232,/mnt/BACKUP_NAS05/ECDTM_repo/R3232/align/61-CONTROL30R3T_M562-M762.deduplicated.bam
CONTROL30R5,R3285,/mnt/BACKUP_NAS05/ECDTM_repo/R3285/align/44-CONTROL30R5T_M505-M705.deduplicated.bam
CONTROL30R7,R3296,/mnt/BACKUP_NAS05/ECDTM_repo/R3296/align/65-CONTROL30R7T_M529-M729.deduplicated.bam
CONTROL31PR1,R3308,/mnt/BACKUP_NAS05/ECDTM_repo/R3308/align/8-CONTROL31PR1CT406T_M541-M741.deduplicated.bam
CONTROL31PR3,R3354,/mnt/BACKUP_NAS05/ECDTM_repo/R3354/align/62-CONTROL31PR3CT413T_M512-M712.deduplicated.bam
CONTROL31PR4,R3378,/mnt/BACKUP_NAS05/ECDTM_repo/R3378/align/81-CONTROL31PR4CT418T_M552-M752.deduplicated.bam
CONTROL31PR7,R3449,/mnt/BACKUP_NAS05/ECDTM_repo/R3449/align/33-CONTROL31PR7CT427T_M586-M786.deduplicated.bam
CONTROL31PR8,R3529,/mnt/BACKUP_NAS05/ECDTM_repo/R3529/align/33-CONTROL31PR8CT443T_M536-M736.deduplicated.bam
CONTROL31R2,R3354,/mnt/BACKUP_NAS05/ECDTM_repo/R3354/align/16-CONTROL31R2CT409T_M592-M792.deduplicated.bam
